!
!Date: 09/26/2016
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Gene	Gene Systematic Name	Phenotype	Experiment Type	Experiment Type Category	Mutant Information	Strain Background	Chemical	Details	Reference
YGL152C	YGL152C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL159W	YGL159W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL159W	YGL159W	viable 	classical genetics	classical genetics	null				Pearson BM and Schweizer M (2002) PMID:11788967
YGL165C	YGL165C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL176C	YGL176C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL177W	YGL177W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL188C-A	YGL188C-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YGL199C	YGL199C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL214W	YGL214W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL214W	YGL214W	viable 	systematic mutation set	large-scale survey	null	S288C			Huang RY, et al. (2005) PMID:15994967
YGL217C	YGL217C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL218W	YGL218W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL230C	YGL230C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL230C	YGL230C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YGL235W	YGL235W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL242C	YGL242C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL242C	YGL242C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YGL260W	YGL260W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGL262W	YGL262W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGP1	YNL160W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR011W	YGR011W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR015C	YGR015C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR016W	YGR016W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR016W	YGR016W	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YGR017W	YGR017W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR018C	YGR018C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR021W	YGR021W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR022C	YGR022C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR025W	YGR025W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR026W	YGR026W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR035C	YGR035C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR035W-A	YGR035W-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YGR039W	YGR039W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR045C	YGR045C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR050C	YGR050C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR051C	YGR051C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR053C	YGR053C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR053C	YGR053C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YGR054W	YGR054W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR064W	YGR064W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR066C	YGR066C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR067C	YGR067C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR069W	YGR069W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR079W	YGR079W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR107W	YGR107W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR111W	YGR111W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR111W	YGR111W	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YGR117C	YGR117C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR121W-A	YGR121W-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YGR122W	YGR122W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR125W	YGR125W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR126W	YGR126W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR127W	YGR127W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR130C	YGR130C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR137W	YGR137W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR139W	YGR139W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR146C-A	YGR146C-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YGR149W	YGR149W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR151C	YGR151C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR153W	YGR153W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR153W	YGR153W	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YGR160W	YGR160W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR164W	YGR164W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR168C	YGR168C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR174W-A	YGR174W-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YGR176W	YGR176W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR182C	YGR182C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR201C	YGR201C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR204C-A	YGR204C-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YGR210C	YGR210C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR219W	YGR219W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR226C	YGR226C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR228W	YGR228W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR237C	YGR237C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR242W	YGR242W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR259C	YGR259C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR266W	YGR266W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR266W	YGR266W	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YGR269W	YGR269W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR273C	YGR273C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YGR283C	YGR283C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YGR290W	YGR290W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHB1	YGR234W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHC3	YJL059W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHC3	YJL059W	viable 	classical genetics	classical genetics	null				Croopnick JB, et al. (1998) PMID:9753630
YHI9	YHR029C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHK8	YHR048W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHL005C	YHL005C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHL008C	YHL008C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHL012W	YHL012W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHL012W	YHL012W	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YHL015W-A	YHL015W-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YHL017W	YHL017W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHL026C	YHL026C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHL037C	YHL037C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHL041W	YHL041W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHL042W	YHL042W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHL044W	YHL044W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHL045W	YHL045W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHM2	YMR241W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHP1	YDR451C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR007C-A	YHR007C-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YHR022C	YHR022C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR022C-A	YHR022C-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YHR033W	YHR033W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR045W	YHR045W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR049C-A	YHR049C-A	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR050W-A	YHR050W-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YHR078W	YHR078W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR086W-A	YHR086W-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YHR095W	YHR095W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR097C	YHR097C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR112C	YHR112C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR125W	YHR125W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR127W	YHR127W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR130C	YHR130C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR131C	YHR131C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR138C	YHR138C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR139C-A	YHR139C-A	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR140W	YHR140W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR175W-A	YHR175W-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YHR177W	YHR177W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR180W	YHR180W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR182W	YHR182W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR182W	YHR182W	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YHR202W	YHR202W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YHR202W	YHR202W	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YHR210C	YHR210C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YIA6	YIL006W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YIG1	YPL201C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YIH1	YCR059C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YIL001W	YIL001W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YIL002W-A	YIL002W-A	viable 	systematic mutation set	large-scale survey	null	S288C			Kastenmayer JP, et al. (2006) PMID:16510898
YIL012W	YIL012W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YIL014C-A	YIL014C-A	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YIL024C	YIL024C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YIL024C	YIL024C	viable 	homozygous diploid, systematic mutation set	large-scale survey	null	SK1			Rabitsch KP, et al. (2001) PMID:11470404
YIL025C	YIL025C	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
YIL028W	YIL028W	viable 	systematic mutation set	large-scale survey	null	S288C			Giaever G, et al. (2002) PMID:12140549
